h1|h2|h3|ind|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, araubide-motaren, arrazoiaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kalteturiko emakumeak, arrazoia: antolaketa-arlokoa"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Eteteagatiko ABEEE-ek kaltetuak: A.- Nekazaritza, Abeltzaintza, Basogintza eta Arrantza"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Eteteagatiko ABEEE-ek kaltetuak: B.- Erauzketa-industriak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Eteteagatiko ABEEE-ek kaltetuak: C.- Manufaktura-industria"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Eteteagatiko ABEEE-ek kaltetuak: D.- Energia elektriko, gas, lurrun eta aire girotu hornidura"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Eteteagatiko ABEEE-ek kaltetuak: E.- Ur-hornidura, Saneamendu-jarduerak, Hondakinen kudeaketa eta deskontaminazioa"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Eteteagatiko ABEEE-ek kaltetuak: F.- Eraikuntza"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Eteteagatiko ABEEE-ek kaltetuak: G.- Handizkako eta txikizkako merkataritza, Motordun ibilgailuen eta motoen konponketa"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Eteteagatiko ABEEE-ek kaltetuak: H.- Garraioa eta biltegiratzea"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Eteteagatiko ABEEE-ek kaltetuak: I.- Ostalaritza"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Eteteagatiko ABEEE-ek kaltetuak: J.- Informazioa eta Komunikazioak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Eteteagatiko ABEEE-ek kaltetuak: K.- Finantza- eta aseguru-jarduerak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Eteteagatiko ABEEE-ek kaltetuak: L.- Higiezinen jarduerak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Eteteagatiko ABEEE-ek kaltetuak: M.- Jarduera profesional, zientifiko eta teknikoak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Eteteagatiko ABEEE-ek kaltetuak: N.- Administrazio-jarduerak eta zerbitzu osagarriak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Eteteagatiko ABEEE-ek kaltetuak: O.- Administrazio publikoa eta defentsa; Nahitaezko Gizarte Segurantza"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Eteteagatiko ABEEE-ek kaltetuak: P.- Hezkuntza"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Eteteagatiko ABEEE-ek kaltetuak: Q.- Osasun-jarduerak eta Gizarte Zerbitzuetakoak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Eteteagatiko ABEEE-ek kaltetuak: R.- Arte-, jolas- eta entretenimendu-jarduerak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Eteteagatiko ABEEE-ek kaltetuak: S.- Bestelako zerbitzuak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Eteteagatiko ABEEE-ek kaltetuak: T.- Etxeetako jarduerak, etxeko langileen enplegatzaile; Etxeetako jarduerak, norberak erabiltzeko ondasun eta zerbitzuen ekoizle"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Eteteagatiko ABEEE-ek kaltetuak: U.- Lurraldez kanpoko erakunde eta organismoen jarduerak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Murrizketagatiko ABEEE-ek kaltetuak: A.- Nekazaritza, Abeltzaintza, Basogintza eta Arrantza"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Murrizketagatiko ABEEE-ek kaltetuak: B.- Erauzketa-industriak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Murrizketagatiko ABEEE-ek kaltetuak: C.- Manufaktura-industria"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Murrizketagatiko ABEEE-ek kaltetuak: D.- Energia elektriko, gas, lurrun eta aire girotu hornidura"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Murrizketagatiko ABEEE-ek kaltetuak: E.- Ur-hornidura, Saneamendu-jarduerak, Hondakinen kudeaketa eta deskontaminazioa"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Murrizketagatiko ABEEE-ek kaltetuak: F.- Eraikuntza"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Murrizketagatiko ABEEE-ek kaltetuak: G.- Handizkako eta txikizkako merkataritza, Motordun ibilgailuen eta motoen konponketa"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Murrizketagatiko ABEEE-ek kaltetuak: H.- Garraioa eta biltegiratzea"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Murrizketagatiko ABEEE-ek kaltetuak: I.- Ostalaritza"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Murrizketagatiko ABEEE-ek kaltetuak: J.- Informazioa eta Komunikazioak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Murrizketagatiko ABEEE-ek kaltetuak: K.- Finantza- eta aseguru-jarduerak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Murrizketagatiko ABEEE-ek kaltetuak: L.- Higiezinen jarduerak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Murrizketagatiko ABEEE-ek kaltetuak: M.- Jarduera profesional, zientifiko eta teknikoak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Murrizketagatiko ABEEE-ek kaltetuak: N.- Administrazio-jarduerak eta zerbitzu osagarriak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Murrizketagatiko ABEEE-ek kaltetuak: O.- Administrazio publikoa eta defentsa; Nahitaezko Gizarte Segurantza"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Murrizketagatiko ABEEE-ek kaltetuak: P.- Hezkuntza"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Murrizketagatiko ABEEE-ek kaltetuak: Q.- Osasun-jarduerak eta Gizarte Zerbitzuetakoak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Murrizketagatiko ABEEE-ek kaltetuak: R.- Arte-, jolas- eta entretenimendu-jarduerak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Murrizketagatiko ABEEE-ek kaltetuak: S.- Bestelako zerbitzuak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Murrizketagatiko ABEEE-ek kaltetuak: T.- Etxeetako jarduerak, etxeko langileen enplegatzaile; Etxeetako jarduerak, norberak erabiltzeko ondasun eta zerbitzuen ekoizle"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Murrizketagatiko ABEEE-ek kaltetuak: U.- Lurraldez kanpoko erakunde eta organismoen jarduerak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kaltetuak: A.- Nekazaritza, Abeltzaintza, Basogintza eta Arrantza"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kaltetuak: B.- Erauzketa-industriak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kaltetuak: C.- Manufaktura-industria"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kaltetuak: D.- Energia elektriko, gas, lurrun eta aire girotu hornidura"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kaltetuak: E.- Ur-hornidura, Saneamendu-jarduerak, Hondakinen kudeaketa eta deskontaminazioa"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kaltetuak: F.- Eraikuntza"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kaltetuak: G.- Handizkako eta txikizkako merkataritza, Motordun ibilgailuen eta motoen konponketa"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kaltetuak: H.- Garraioa eta biltegiratzea"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kaltetuak: I.- Ostalaritza"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kaltetuak: J.- Informazioa eta Komunikazioak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kaltetuak: K.- Finantza- eta aseguru-jarduerak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kaltetuak: L.- Higiezinen jarduerak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kaltetuak: M.- Jarduera profesional, zientifiko eta teknikoak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kaltetuak: N.- Administrazio-jarduerak eta zerbitzu osagarriak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kaltetuak: O.- Administrazio publikoa eta defentsa; Nahitaezko Gizarte Segurantza"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kaltetuak: P.- Hezkuntza"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kaltetuak: Q.- Osasun-jarduerak eta Gizarte Zerbitzuetakoak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kaltetuak: R.- Arte-, jolas- eta entretenimendu-jarduerak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kaltetuak: S.- Bestelako zerbitzuak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kaltetuak: T.- Etxeetako jarduerak, etxeko langileen enplegatzaile; Etxeetako jarduerak, norberak erabiltzeko ondasun eta zerbitzuen ekoizle"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kaltetuak: U.- Lurraldez kanpoko erakunde eta organismoen jarduerak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Eteteagatiko ABEEE-ek kalteturiko gizonak: A.- Nekazaritza, Abeltzaintza, Basogintza eta Arrantza"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Eteteagatiko ABEEE-ek kalteturiko gizonak: B.- Erauzketa-industriak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Eteteagatiko ABEEE-ek kalteturiko gizonak: C.- Manufaktura-industria"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Eteteagatiko ABEEE-ek kalteturiko gizonak: D.- Energia elektriko, gas, lurrun eta aire girotu hornidura"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Eteteagatiko ABEEE-ek kalteturiko gizonak: E.- Ur-hornidura, Saneamendu-jarduerak, Hondakinen kudeaketa eta deskontaminazioa"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Eteteagatiko ABEEE-ek kalteturiko gizonak: F.- Eraikuntza"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Eteteagatiko ABEEE-ek kalteturiko gizonak: G.- Handizkako eta txikizkako merkataritza, Motordun ibilgailuen eta motoen konponketa"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Eteteagatiko ABEEE-ek kalteturiko gizonak: H.- Garraioa eta biltegiratzea"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Eteteagatiko ABEEE-ek kalteturiko gizonak: I.- Ostalaritza"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Eteteagatiko ABEEE-ek kalteturiko gizonak: J.- Informazioa eta Komunikazioak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Eteteagatiko ABEEE-ek kalteturiko gizonak: K.- Finantza- eta aseguru-jarduerak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Eteteagatiko ABEEE-ek kalteturiko gizonak: L.- Higiezinen jarduerak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Eteteagatiko ABEEE-ek kalteturiko gizonak: M.- Jarduera profesional, zientifiko eta teknikoak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Eteteagatiko ABEEE-ek kalteturiko gizonak: N.- Administrazio-jarduerak eta zerbitzu osagarriak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Eteteagatiko ABEEE-ek kalteturiko gizonak: O.- Administrazio publikoa eta defentsa; Nahitaezko Gizarte Segurantza"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Eteteagatiko ABEEE-ek kalteturiko gizonak: P.- Hezkuntza"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Eteteagatiko ABEEE-ek kalteturiko gizonak: Q.- Osasun-jarduerak eta Gizarte Zerbitzuetakoak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Eteteagatiko ABEEE-ek kalteturiko gizonak: R.- Arte-, jolas- eta entretenimendu-jarduerak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Eteteagatiko ABEEE-ek kalteturiko gizonak: S.- Bestelako zerbitzuak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Eteteagatiko ABEEE-ek kalteturiko gizonak: T.- Etxeetako jarduerak, etxeko langileen enplegatzaile; Etxeetako jarduerak, norberak erabiltzeko ondasun eta zerbitzuen ekoizle"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Eteteagatiko ABEEE-ek kalteturiko gizonak: U.- Lurraldez kanpoko erakunde eta organismoen jarduerak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Murrizketagatiko ABEEE-ek kalteturiko gizonak: A.- Nekazaritza, Abeltzaintza, Basogintza eta Arrantza"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Murrizketagatiko ABEEE-ek kalteturiko gizonak: B.- Erauzketa-industriak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Murrizketagatiko ABEEE-ek kalteturiko gizonak: C.- Manufaktura-industria"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Murrizketagatiko ABEEE-ek kalteturiko gizonak: D.- Energia elektriko, gas, lurrun eta aire girotu hornidura"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Murrizketagatiko ABEEE-ek kalteturiko gizonak: E.- Ur-hornidura, Saneamendu-jarduerak, Hondakinen kudeaketa eta deskontaminazioa"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Murrizketagatiko ABEEE-ek kalteturiko gizonak: F.- Eraikuntza"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Murrizketagatiko ABEEE-ek kalteturiko gizonak: G.- Handizkako eta txikizkako merkataritza, Motordun ibilgailuen eta motoen konponketa"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Murrizketagatiko ABEEE-ek kalteturiko gizonak: H.- Garraioa eta biltegiratzea"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Murrizketagatiko ABEEE-ek kalteturiko gizonak: I.- Ostalaritza"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Murrizketagatiko ABEEE-ek kalteturiko gizonak: J.- Informazioa eta Komunikazioak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Murrizketagatiko ABEEE-ek kalteturiko gizonak: K.- Finantza- eta aseguru-jarduerak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Murrizketagatiko ABEEE-ek kalteturiko gizonak: L.- Higiezinen jarduerak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Murrizketagatiko ABEEE-ek kalteturiko gizonak: M.- Jarduera profesional, zientifiko eta teknikoak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Murrizketagatiko ABEEE-ek kalteturiko gizonak: N.- Administrazio-jarduerak eta zerbitzu osagarriak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Murrizketagatiko ABEEE-ek kalteturiko gizonak: O.- Administrazio publikoa eta defentsa"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Murrizketagatiko ABEEE-ek kalteturiko gizonak: P.- Hezkuntza"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Murrizketagatiko ABEEE-ek kalteturiko gizonak: Q.- Osasun-jarduerak eta Gizarte Zerbitzuetakoak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Murrizketagatiko ABEEE-ek kalteturiko gizonak: R.- Arte-, jolas- eta entretenimendu-jarduerak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Murrizketagatiko ABEEE-ek kalteturiko gizonak: S.- Bestelako zerbitzuak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Murrizketagatiko ABEEE-ek kalteturiko gizonak: T.- Etxeetako jarduerak, etxeko langileen enplegatzaile; Etxeetako jarduerak, norberak erabiltzeko ondasun eta zerbitzuen ekoizle"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Murrizketagatiko ABEEE-ek kalteturiko gizonak: U.- Lurraldez kanpoko erakunde eta organismoen jarduerak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kalteturiko gizonak: A.- Nekazaritza, Abeltzaintza, Basogintza eta Arrantza"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kalteturiko gizonak: B.- Erauzketa-industriak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kalteturiko gizonak: C.- Manufaktura-industria"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kalteturiko gizonak: D.- Energia elektriko, gas, lurrun eta aire girotu hornidura"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kalteturiko gizonak: E.- Ur-hornidura, Saneamendu-jarduerak, Hondakinen kudeaketa eta deskontaminazioa"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kalteturiko gizonak: F.- Eraikuntza"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kalteturiko gizonak: G.- Handizkako eta txikizkako merkataritza, Motordun ibilgailuen eta motoen konponketa"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kalteturiko gizonak: H.- Garraioa eta biltegiratzea"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kalteturiko gizonak: I.- Ostalaritza"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kalteturiko gizonak: J.- Informazioa eta Komunikazioak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kalteturiko gizonak: K.- Finantza- eta aseguru-jarduerak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kalteturiko gizonak: L.- Higiezinen jarduerak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kalteturiko gizonak: M.- Jarduera profesional, zientifiko eta teknikoak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kalteturiko gizonak: N.- Administrazio-jarduerak eta zerbitzu osagarriak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kalteturiko gizonak: O.- Administrazio publikoa eta defentsa; Nahitaezko Gizarte Segurantza"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, motaren,jarduera-atalaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kalteturiko gizonak: P.- Hezkuntza"|
